,Files,Phase
757,video01_18950,ClippingCutting
758,video01_18975,ClippingCutting
759,video01_19000,ClippingCutting
760,video01_19025,ClippingCutting
761,video01_19050,ClippingCutting
762,video01_19075,ClippingCutting
763,video01_19100,ClippingCutting
764,video01_19125,ClippingCutting
765,video01_19150,ClippingCutting
766,video01_19175,ClippingCutting
767,video01_19200,ClippingCutting
768,video01_19225,ClippingCutting
769,video01_19250,ClippingCutting
770,video01_19275,ClippingCutting
771,video01_19300,ClippingCutting
772,video01_19325,ClippingCutting
773,video01_19350,ClippingCutting
774,video01_19375,ClippingCutting
775,video01_19400,ClippingCutting
776,video01_19425,ClippingCutting
777,video01_19450,ClippingCutting
778,video01_19475,ClippingCutting
779,video01_19500,ClippingCutting
780,video01_19525,ClippingCutting
781,video01_19550,ClippingCutting
782,video01_19575,ClippingCutting
783,video01_19600,ClippingCutting
784,video01_19625,ClippingCutting
785,video01_19650,ClippingCutting
786,video01_19675,ClippingCutting
787,video01_19700,ClippingCutting
788,video01_19725,ClippingCutting
789,video01_19750,ClippingCutting
790,video01_19775,ClippingCutting
791,video01_19800,ClippingCutting
792,video01_19825,ClippingCutting
793,video01_19850,ClippingCutting
794,video01_19875,ClippingCutting
795,video01_19900,ClippingCutting
796,video01_19925,ClippingCutting
797,video01_19950,ClippingCutting
798,video01_19975,ClippingCutting
799,video01_20000,ClippingCutting
800,video01_20025,ClippingCutting
801,video01_20050,ClippingCutting
802,video01_20075,ClippingCutting
803,video01_20100,ClippingCutting
804,video01_20125,ClippingCutting
805,video01_20150,ClippingCutting
806,video01_20175,ClippingCutting
807,video01_20200,ClippingCutting
808,video01_20225,ClippingCutting
809,video01_20250,ClippingCutting
810,video01_20275,ClippingCutting
811,video01_20300,ClippingCutting
812,video01_20325,ClippingCutting
813,video01_20350,ClippingCutting
814,video01_20375,ClippingCutting
815,video01_20400,ClippingCutting
816,video01_20425,ClippingCutting
817,video01_20450,ClippingCutting
818,video01_20475,ClippingCutting
819,video01_20500,ClippingCutting
820,video01_20525,ClippingCutting
821,video01_20550,ClippingCutting
822,video01_20575,ClippingCutting
823,video01_20600,ClippingCutting
824,video01_20625,ClippingCutting
825,video01_20650,ClippingCutting
826,video01_20675,ClippingCutting
827,video01_20700,ClippingCutting
828,video01_20725,ClippingCutting
829,video01_20750,ClippingCutting
830,video01_20775,ClippingCutting
831,video01_20800,ClippingCutting
832,video01_20825,ClippingCutting
833,video01_20850,ClippingCutting
834,video01_20875,ClippingCutting
835,video01_20900,ClippingCutting
836,video01_20925,ClippingCutting
837,video01_20950,ClippingCutting
838,video01_20975,ClippingCutting
839,video01_21000,ClippingCutting
840,video01_21025,ClippingCutting
841,video01_21050,ClippingCutting
842,video01_21075,ClippingCutting
843,video01_21100,ClippingCutting
844,video01_21125,ClippingCutting
845,video01_21150,ClippingCutting
846,video01_21175,ClippingCutting
847,video01_21200,ClippingCutting
848,video01_21225,ClippingCutting
849,video01_21250,ClippingCutting
850,video01_21275,ClippingCutting
851,video01_21300,ClippingCutting
852,video01_21325,ClippingCutting
853,video01_21350,ClippingCutting
854,video01_21375,ClippingCutting
855,video01_21400,ClippingCutting
856,video01_21425,ClippingCutting
857,video01_21450,ClippingCutting
858,video01_21475,ClippingCutting
859,video01_21500,ClippingCutting
860,video01_21525,ClippingCutting
861,video01_21550,ClippingCutting
862,video01_21575,ClippingCutting
863,video01_21600,ClippingCutting
864,video01_21625,ClippingCutting
865,video01_21650,ClippingCutting
866,video01_21675,ClippingCutting
867,video01_21700,ClippingCutting
868,video01_21725,ClippingCutting
869,video01_21750,ClippingCutting
870,video01_21775,ClippingCutting
871,video01_21800,ClippingCutting
872,video01_21825,ClippingCutting
873,video01_21850,ClippingCutting
874,video01_21875,ClippingCutting
875,video01_21900,ClippingCutting
876,video01_21925,ClippingCutting
877,video01_21950,ClippingCutting
878,video01_21975,ClippingCutting
879,video01_22000,ClippingCutting
880,video01_22025,ClippingCutting
881,video01_22050,ClippingCutting
882,video01_22075,ClippingCutting
883,video01_22100,ClippingCutting
884,video01_22125,ClippingCutting
885,video01_22150,ClippingCutting
886,video01_22175,GallbladderDissection
887,video01_22200,GallbladderDissection
888,video01_22225,GallbladderDissection
889,video01_22250,GallbladderDissection
890,video01_22275,GallbladderDissection
891,video01_22300,GallbladderDissection
892,video01_22325,GallbladderDissection
893,video01_22350,GallbladderDissection
894,video01_22375,GallbladderDissection
895,video01_22400,GallbladderDissection
896,video01_22425,GallbladderDissection
897,video01_22450,GallbladderDissection
898,video01_22475,GallbladderDissection
899,video01_22500,GallbladderDissection
900,video01_22525,GallbladderDissection
901,video01_22550,GallbladderDissection
902,video01_22575,GallbladderDissection
903,video01_22600,GallbladderDissection
904,video01_22625,GallbladderDissection
905,video01_22650,GallbladderDissection
906,video01_22675,GallbladderDissection
907,video01_22700,GallbladderDissection
908,video01_22725,GallbladderDissection
909,video01_22750,GallbladderDissection
910,video01_22775,GallbladderDissection
911,video01_22800,GallbladderDissection
912,video01_22825,GallbladderDissection
913,video01_22850,GallbladderDissection
914,video01_22875,GallbladderDissection
915,video01_22900,GallbladderDissection
916,video01_22925,GallbladderDissection
917,video01_22950,GallbladderDissection
918,video01_22975,GallbladderDissection
919,video01_23000,GallbladderDissection
920,video01_23025,GallbladderDissection
921,video01_23050,GallbladderDissection
922,video01_23075,GallbladderDissection
923,video01_23100,GallbladderDissection
924,video01_23125,GallbladderDissection
925,video01_23150,GallbladderDissection
926,video01_23175,GallbladderDissection
927,video01_23200,GallbladderDissection
928,video01_23225,GallbladderDissection
929,video01_23250,GallbladderDissection
930,video01_23275,GallbladderDissection
931,video01_23300,GallbladderDissection
932,video01_23325,GallbladderDissection
933,video01_23350,GallbladderDissection
934,video01_23375,GallbladderDissection
935,video01_23400,GallbladderDissection
936,video01_23425,GallbladderDissection
937,video01_23450,GallbladderDissection
938,video01_23475,GallbladderDissection
939,video01_23500,GallbladderDissection
940,video01_23525,GallbladderDissection
941,video01_23550,GallbladderDissection
942,video01_23575,GallbladderDissection
943,video01_23600,GallbladderDissection
944,video01_23625,GallbladderDissection
945,video01_23650,GallbladderDissection
946,video01_23675,GallbladderDissection
947,video01_23700,GallbladderDissection
948,video01_23725,GallbladderDissection
949,video01_23750,GallbladderDissection
950,video01_23775,GallbladderDissection
951,video01_23800,GallbladderDissection
952,video01_23825,GallbladderDissection
953,video01_23850,GallbladderDissection
954,video01_23875,GallbladderDissection
955,video01_23900,GallbladderDissection
956,video01_23925,GallbladderDissection
957,video01_23950,GallbladderDissection
958,video01_23975,GallbladderDissection
959,video01_24000,GallbladderDissection
960,video01_24025,GallbladderDissection
961,video01_24050,GallbladderDissection
962,video01_24075,GallbladderDissection
963,video01_24100,GallbladderDissection
964,video01_24125,GallbladderDissection
965,video01_24150,GallbladderDissection
966,video01_24175,GallbladderDissection
967,video01_24200,GallbladderDissection
968,video01_24225,GallbladderDissection
969,video01_24250,GallbladderDissection
970,video01_24275,GallbladderDissection
971,video01_24300,GallbladderDissection
972,video01_24325,GallbladderDissection
973,video01_24350,GallbladderDissection
974,video01_24375,GallbladderDissection
975,video01_24400,GallbladderDissection
976,video01_24425,GallbladderDissection
977,video01_24450,GallbladderDissection
978,video01_24475,GallbladderDissection
979,video01_24500,GallbladderDissection
980,video01_24525,GallbladderDissection
981,video01_24550,GallbladderDissection
982,video01_24575,GallbladderDissection
983,video01_24600,GallbladderDissection
984,video01_24625,GallbladderDissection
985,video01_24650,GallbladderDissection
986,video01_24675,GallbladderDissection
987,video01_24700,GallbladderDissection
988,video01_24725,GallbladderDissection
989,video01_24750,GallbladderDissection
990,video01_24775,GallbladderDissection
991,video01_24800,GallbladderDissection
992,video01_24825,GallbladderDissection
993,video01_24850,GallbladderDissection
994,video01_24875,GallbladderDissection
995,video01_24900,GallbladderDissection
996,video01_24925,GallbladderDissection
997,video01_24950,GallbladderDissection
998,video01_24975,GallbladderDissection
999,video01_25000,GallbladderDissection
1000,video01_25025,GallbladderDissection
1001,video01_25050,GallbladderDissection
1002,video01_25075,GallbladderDissection
1003,video01_25100,GallbladderDissection
1004,video01_25125,GallbladderDissection
1005,video01_25150,GallbladderDissection
1006,video01_25175,GallbladderDissection
1007,video01_25200,GallbladderDissection
1008,video01_25225,GallbladderDissection
1009,video01_25250,GallbladderDissection
1010,video01_25275,GallbladderDissection
1011,video01_25300,GallbladderDissection
1012,video01_25325,GallbladderDissection
1013,video01_25350,GallbladderDissection
1014,video01_25375,GallbladderDissection
1015,video01_25400,GallbladderDissection
1016,video01_25425,GallbladderDissection
1017,video01_25450,GallbladderDissection
1018,video01_25475,GallbladderDissection
1019,video01_25500,GallbladderDissection
1020,video01_25525,GallbladderDissection
1021,video01_25550,GallbladderDissection
1022,video01_25575,GallbladderDissection
1023,video01_25600,GallbladderDissection
1024,video01_25625,GallbladderDissection
1025,video01_25650,GallbladderDissection
1026,video01_25675,GallbladderDissection
1027,video01_25700,GallbladderDissection
1028,video01_25725,GallbladderDissection
1029,video01_25750,GallbladderDissection
1030,video01_25775,GallbladderDissection
1031,video01_25800,GallbladderDissection
1032,video01_25825,GallbladderDissection
1033,video01_25850,GallbladderDissection
1034,video01_25875,GallbladderDissection
1035,video01_25900,GallbladderDissection
1036,video01_25925,GallbladderDissection
1037,video01_25950,GallbladderDissection
1038,video01_25975,GallbladderDissection
1039,video01_26000,GallbladderDissection
1040,video01_26025,GallbladderDissection
1041,video01_26050,GallbladderDissection
1042,video01_26075,GallbladderDissection
1043,video01_26100,GallbladderDissection
1044,video01_26125,GallbladderDissection
1045,video01_26150,GallbladderDissection
1046,video01_26175,GallbladderDissection
1047,video01_26200,GallbladderDissection
1048,video01_26225,GallbladderDissection
1049,video01_26250,GallbladderDissection
1050,video01_26275,GallbladderDissection
1051,video01_26300,GallbladderDissection
1052,video01_26325,GallbladderDissection
1053,video01_26350,GallbladderDissection
1054,video01_26375,GallbladderDissection
1055,video01_26400,GallbladderDissection
1056,video01_26425,GallbladderDissection
1057,video01_26450,GallbladderDissection
1058,video01_26475,GallbladderDissection
1059,video01_26500,GallbladderDissection
1060,video01_26525,GallbladderDissection
1061,video01_26550,GallbladderDissection
1062,video01_26575,GallbladderDissection
1063,video01_26600,GallbladderDissection
1064,video01_26625,GallbladderDissection
1065,video01_26650,GallbladderDissection
1066,video01_26675,GallbladderDissection
1067,video01_26700,GallbladderDissection
1068,video01_26725,GallbladderDissection
1069,video01_26750,GallbladderDissection
1070,video01_26775,GallbladderDissection
1071,video01_26800,GallbladderDissection
1072,video01_26825,GallbladderDissection
1073,video01_26850,GallbladderDissection
1074,video01_26875,GallbladderDissection
1075,video01_26900,GallbladderDissection
1076,video01_26925,GallbladderDissection
1077,video01_26950,GallbladderDissection
1078,video01_26975,GallbladderDissection
1079,video01_27000,GallbladderDissection
1080,video01_27025,GallbladderDissection
1081,video01_27050,GallbladderDissection
1082,video01_27075,GallbladderDissection
1083,video01_27100,GallbladderDissection
1084,video01_27125,GallbladderDissection
1085,video01_27150,GallbladderDissection
1086,video01_27175,GallbladderDissection
1087,video01_27200,GallbladderDissection
1088,video01_27225,GallbladderDissection
1089,video01_27250,GallbladderDissection
1090,video01_27275,GallbladderDissection
1091,video01_27300,GallbladderDissection
1092,video01_27325,GallbladderDissection
1093,video01_27350,GallbladderDissection
1094,video01_27375,GallbladderDissection
1095,video01_27400,GallbladderDissection
1096,video01_27425,GallbladderDissection
1097,video01_27450,GallbladderDissection
1098,video01_27475,GallbladderDissection
1099,video01_27500,GallbladderDissection
1100,video01_27525,GallbladderDissection
1101,video01_27550,GallbladderDissection
1102,video01_27575,GallbladderDissection
1103,video01_27600,GallbladderDissection
1104,video01_27625,GallbladderDissection
1105,video01_27650,GallbladderDissection
1106,video01_27675,GallbladderDissection
1107,video01_27700,GallbladderDissection
1108,video01_27725,GallbladderDissection
1109,video01_27750,GallbladderDissection
1110,video01_27775,GallbladderDissection
1111,video01_27800,GallbladderDissection
1112,video01_27825,GallbladderDissection
1113,video01_27850,GallbladderDissection
1114,video01_27875,GallbladderDissection
1115,video01_27900,GallbladderDissection
1116,video01_27925,GallbladderDissection
1117,video01_27950,GallbladderDissection
1118,video01_27975,GallbladderDissection
1119,video01_28000,GallbladderDissection
1120,video01_28025,GallbladderDissection
1121,video01_28050,GallbladderDissection
1122,video01_28075,GallbladderDissection
1123,video01_28100,GallbladderDissection
1124,video01_28125,GallbladderDissection
1125,video01_28150,GallbladderDissection
1126,video01_28175,GallbladderDissection
1127,video01_28200,GallbladderDissection
1128,video01_28225,GallbladderDissection
1129,video01_28250,GallbladderDissection
1130,video01_28275,GallbladderDissection
1131,video01_28300,GallbladderDissection
1132,video01_28325,GallbladderDissection
1133,video01_28350,GallbladderDissection
1134,video01_28375,GallbladderDissection
1135,video01_28400,GallbladderDissection
1136,video01_28425,GallbladderDissection
1137,video01_28450,GallbladderDissection
1138,video01_28475,GallbladderDissection
1139,video01_28500,GallbladderDissection
